frequency,velocity,gain
80,0.0,0.65
80,0.5,0.75
80,1.0,0.85
130,0.0,0.70
130,0.5,0.80
130,1.0,0.90
175,0.0,0.70
175,0.5,0.80
175,1.0,0.90
225,0.0,0.70
225,0.5,0.80
225,1.0,0.95
400,0.0,0.75
400,0.5,0.90
400,1.0,1.00
