frequency,calibration,freq_nudge
100,0,0.085800
138.59,0,-0.054116
146.83,0,0.044269
164.81,0,-0.004247
185,0,0.042703
220,0,0.029545
246.94,0,-0.020248
293.66,0,0.006811
329.63,0,0.003944
392,0,-0.015561
