frequency,calibration,freq_nudge
82,0,-0.011098
110,0,0.025455
147,0,-0.029932
196,0,-0.022449
247,0,0.008502
330,0,-0.017879
440,0,-0.018182
523,0,-0.008413
659,0,-0.019423
784,0,-0.023980
880,0,-0.025682
1047,0,-0.028653
