frequency,velocity,gain
100,0.0,0.60
100,0.5,0.70
100,1.0,0.80
293,0.0,0.60
293,0.5,0.70
293,1.0,0.85
500,0.0,0.60
500,0.5,0.70
500,1.0,0.85
1000,0.0,0.60
1000,0.5,0.70
1000,1.0,0.85
