frequency,calibration,freq_nudge
80,0,-2.965000
100,0,-3.820000
120,0,-3.884700
140,0,-2.555000
160,0,-2.685000
180,0,-2.394000
200,0,-2.368000
240,0,-3.859000
280,0,-3.910000
320,0,-2.384000
360,0,-2.469000
400,0,-3.883000
