frequency,calibration,freq_nudge
65.41,0,1.102889
69.3,0,0.526551
73.42,0,0.157450
77.78,0,0.042299
82.41,0,0.035069
87.31,0,-0.221280
92.5,0,-0.188108
98,0,-0.312347
103.83,0,-0.347684
110,0,-0.367273
116.54,0,-0.463360
123.47,0,-0.532923
130.81,0,-0.591698
