frequency,calibration,freq_nudge
55.0,0.0,0.100000
58.27,0.0,0.000000
61.735,0.0,0.200000
65.406,0.0,0.000000
69.296,0.0,0.250000
73.416,0.0,0.250000
77.782,0.0,0.200000
82.407,0.0,0.250000
87.307,0.0,0.100000
92.499,0.0,0.200000
97.999,0.0,0.100000
103.826,0.0,0.100000
110.0,0.0,0.200000
116.541,0.0,0.100000
123.471,0.0,0.200000
130.813,0.0,0.250000
138.591,0.0,0.150000
146.832,0.0,0.250000
155.563,0.0,0.250000
164.814,0.0,0.250000
